source_id,ra,dec,parallax,parallax_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
34291019368960,44.96972551433584,0.5245815505991817,7.83652235634592,0.32149395,0.98916996,19.160978,21.126848,17.748491,3.378357
35287451314304,45.353532458430294,0.32092901331514373,0.3796498319666377,0.08619715,1.0152621,16.948803,17.352327,16.346209,1.0061188
36661840851840,45.28977929735454,0.38764095176110247,-0.21011180746588046,0.90375376,1.0322258,20.280663,20.685617,19.623634,1.0619831
36666136637440,45.28157458466523,0.37665075748224275,0.861969234115837,0.10131557,0.92289937,17.33167,18.031595,16.516626,1.5149689
38830800152448,45.36786048452097,0.444836188529396,0.8928775252618623,0.03903012,0.94133157,15.471488,15.918227,14.860601,1.0576258
39685498025728,45.258267970748456,0.40107034788508633,-1.2594384972732449,1.5442783,1.1212667,20.616995,21.30721,20.1404,1.166811
39994736059520,45.26528055761745,0.41245190611553056,1.1655044809383834,0.7218772,1.0327158,20.093042,21.310577,18.810396,2.5001812
40063455536512,45.24883043365541,0.4242656878346362,7.779464887289553,0.72081935,1.0856228,20.024767,21.337729,18.644533,2.6931953
40510131759616,45.28240783546139,0.45323625584719307,0.8627122442701398,0.30232057,1.0016941,19.034195,19.81202,18.180405,1.6316147
40785009907072,45.21808015188664,0.439747286567202,-1.2917593213619876,1.1572682,1.0654186,20.515898,21.255735,19.824894,1.4308414
42537356123392,45.403408662999276,0.5272192725998118,-0.29133056162390786,0.41684103,1.0011147,19.553593,20.11949,18.821543,1.2979469
43366285614592,45.29496453715501,0.5404473757375388,2.137665925124772,0.089663684,5.8589096,13.071418,13.509999,12.462155,1.0478439
43774306936576,45.31979078198466,0.55903178906401,,,,21.07163,20.135458,18.22594,1.9095173
44427143670400,45.54044145188088,0.49809976922341526,,,,20.826366,20.805677,20.41835,0.3873272
45324790696448,45.49953767097546,0.5293008943357248,1.7068487147456337,0.020589288,1.0493915,14.0167055,14.437488,13.424716,1.0127716
45668388078848,45.540056166315935,0.5342007093437394,3.0617440054319323,0.11800946,1.167963,16.664574,,,
46115064153344,45.52119972382508,0.5747055816501806,-0.46749184332818544,0.53870714,1.0243691,20.02521,20.630562,19.224005,1.4065571
46626164993792,45.62714979817113,0.5782578555223719,-0.38236548678977894,0.49492905,1.042348,19.93141,20.556221,19.216139,1.3400822
47931835055360,45.61545491514258,0.6311201802539346,-0.14579918000018588,0.30917633,0.94900376,19.366932,19.695724,18.919903,0.7758217
49134425918720,45.48492621669669,0.5963497084536865,0.0552780555424533,0.6690025,1.125153,20.15645,20.86195,19.007837,1.8541126
49478023737344,45.40266855455761,0.5698341330680046,1.3211595925238733,0.35384515,0.95344716,19.402304,20.474146,18.26202,2.2121258
50066434588928,45.45700238397263,0.6137016686220552,0.763756263602202,0.034425624,1.0117195,15.519204,15.914007,14.949499,0.96450806
